,species,metabolite,activity,type
425,Anaerobutyricum_hallii,D-Mannitol,Consumption (import),Microbe
426,Anaerobutyricum_hallii,D-Mannose,Consumption (import),Microbe
427,Anaerobutyricum_hallii,D-Ribose,Consumption (import),Microbe
428,Anaerobutyricum_hallii,D-Sorbitol,Consumption (import),Microbe
429,Anaerobutyricum_hallii,FOS,Consumption (import),Microbe
430,Anaerobutyricum_hallii,Formate,Production (export),Microbe
431,Anaerobutyricum_hallii,H2,Production (export),Microbe
432,Anaerobutyricum_hallii,L-Lactate,"Consumption (import), Production (export)",Microbe
433,Anaerobutyricum_hallii,Lactose,Consumption (import),Microbe
434,Anaerobutyricum_hallii,Maltose,Consumption (import),Microbe
435,Anaerobutyricum_hallii,Succinate,Production (export),Microbe
436,Anaerococcus_hydrogenalis,Butyrate,Production (export),Microbe
437,Anaerococcus_hydrogenalis,D-Fructose,Consumption (import),Microbe
438,Anaerococcus_hydrogenalis,D-Glucose,Consumption (import),Microbe
439,Anaerococcus_hydrogenalis,D-Mannose,Consumption (import),Microbe
440,Anaerococcus_hydrogenalis,Indole,Production (export),Microbe
441,Anaerococcus_hydrogenalis,L-Lactate,Production (export),Microbe
442,Anaerococcus_hydrogenalis,Lactose,Consumption (import),Microbe
443,Anaerococcus_hydrogenalis,Propanoate,Production (export),Microbe
444,Anaerococcus_hydrogenalis,Raffinose,Consumption (import),Microbe
445,Anaerococcus_hydrogenalis,Succinate,Production (export),Microbe
446,Anaerococcus_hydrogenalis,Sucrose,Consumption (import),Microbe
447,Anaerococcus_hydrogenalis,Urea,Consumption (import),Microbe
448,Anaerococcus_lactolyticus,Butyrate,Production (export),Microbe
449,Anaerococcus_lactolyticus,D-Fructose,Consumption (import),Microbe
450,Anaerococcus_lactolyticus,D-Galactose,Consumption (import),Microbe
451,Anaerococcus_lactolyticus,D-Glucose,Consumption (import),Microbe
452,Anaerococcus_lactolyticus,D-Mannose,Consumption (import),Microbe
453,Anaerococcus_lactolyticus,L-Arginine,Consumption (import),Microbe
454,Anaerococcus_lactolyticus,L-Lactate,Production (export),Microbe
455,Anaerococcus_lactolyticus,Lactose,Consumption (import),Microbe
456,Anaerococcus_lactolyticus,Propanoate,Production (export),Microbe
457,Anaerococcus_lactolyticus,Succinate,Production (export),Microbe
458,Anaerococcus_lactolyticus,Sucrose,Consumption (import),Microbe
459,Anaerococcus_lactolyticus,Urea,Consumption (import),Microbe
460,Anaerococcus_obesiensis,Butyrate,Production (export),Microbe
461,Anaerococcus_obesiensis,D-Fructose,Consumption (import),Microbe
462,Anaerococcus_obesiensis,D-Glucose,Consumption (import),Microbe
463,Anaerococcus_obesiensis,L-Lactate,Production (export),Microbe
464,Anaerococcus_obesiensis,Lactose,Consumption (import),Microbe
465,Anaerococcus_obesiensis,Propanoate,Production (export),Microbe
466,Anaerococcus_obesiensis,Succinate,Production (export),Microbe
467,Anaerococcus_obesiensis,Sucrose,Consumption (import),Microbe
468,Anaerococcus_prevotii,Butyrate,Production (export),Microbe
469,Anaerococcus_prevotii,D-Fructose,Consumption (import),Microbe
470,Anaerococcus_prevotii,D-Glucose,Consumption (import),Microbe
471,Anaerococcus_prevotii,D-Mannose,Consumption (import),Microbe
472,Anaerococcus_prevotii,L-Arginine,Consumption (import),Microbe
473,Anaerococcus_prevotii,L-Histidine,Consumption (import),Microbe
474,Anaerococcus_prevotii,L-Lactate,Production (export),Microbe
475,Anaerococcus_prevotii,Lactose,Consumption (import),Microbe
476,Anaerococcus_prevotii,Propanoate,Production (export),Microbe
477,Anaerococcus_prevotii,Raffinose,Consumption (import),Microbe
478,Anaerococcus_prevotii,Succinate,Production (export),Microbe
479,Anaerococcus_prevotii,Sucrose,Consumption (import),Microbe
480,Anaerococcus_prevotii,Urea,Consumption (import),Microbe
481,Anaerococcus_tetradius,Butyrate,Production (export),Microbe
482,Anaerococcus_tetradius,D-Fructose,Consumption (import),Microbe
483,Anaerococcus_tetradius,D-Glucose,Consumption (import),Microbe
484,Anaerococcus_tetradius,D-Mannose,Consumption (import),Microbe
485,Anaerococcus_tetradius,L-Arginine,Consumption (import),Microbe
486,Anaerococcus_tetradius,L-Lactate,Production (export),Microbe
487,Anaerococcus_tetradius,L-Leucine,Consumption (import),Microbe
488,Anaerococcus_tetradius,Lactose,Consumption (import),Microbe
489,Anaerococcus_tetradius,Propanoate,Production (export),Microbe
490,Anaerococcus_tetradius,Succinate,Production (export),Microbe
491,Anaerococcus_tetradius,Sucrose,Consumption (import),Microbe
492,Anaerococcus_tetradius,Urea,Consumption (import),Microbe
493,Anaerococcus_vaginalis,Butyrate,Production (export),Microbe
494,Anaerococcus_vaginalis,D-Fructose,Consumption (import),Microbe
495,Anaerococcus_vaginalis,D-Glucose,Consumption (import),Microbe
496,Anaerococcus_vaginalis,D-Mannose,Consumption (import),Microbe
497,Anaerococcus_vaginalis,Indole,Production (export),Microbe
498,Anaerococcus_vaginalis,L-Arginine,Consumption (import),Microbe
499,Anaerococcus_vaginalis,L-Histidine,Consumption (import),Microbe
500,Anaerococcus_vaginalis,L-Lactate,Production (export),Microbe
501,Anaerococcus_vaginalis,L-Leucine,Consumption (import),Microbe
502,Anaerococcus_vaginalis,Lactose,Consumption (import),Microbe
503,Anaerococcus_vaginalis,Propanoate,Production (export),Microbe
504,Anaerococcus_vaginalis,Succinate,Production (export),Microbe
505,Anaerococcus_vaginalis,Sucrose,Consumption (import),Microbe
506,Anaerostipes_caccae,4-Aminobutyrate,Consumption (import),Microbe
507,Anaerostipes_caccae,Acetate,"Consumption (import), Production (export)",Microbe
508,Anaerostipes_caccae,Butyrate,Production (export),Microbe
509,Anaerostipes_caccae,CO2,Production (export),Microbe
510,Anaerostipes_caccae,D-Fructose,Consumption (import),Microbe
511,Anaerostipes_caccae,D-Glucose,Consumption (import),Microbe
512,Anaerostipes_caccae,FOS,Consumption (import),Microbe
513,Anaerostipes_caccae,Formate,Production (export),Microbe
514,Anaerostipes_caccae,H2,Production (export),Microbe
515,Anaerostipes_caccae,Indole,Production (export) (-),Microbe
516,Anaerostipes_caccae,Isobutyrate,Production (export),Microbe
517,Anaerostipes_caccae,Isovalerate,Production (export),Microbe
518,Anaerostipes_caccae,L-Lactate,"Consumption (import), Production (export)",Microbe
519,Anaerostipes_caccae,Nitrate,Consumption (import),Microbe
520,Anaerostipes_caccae,Propanoate,Production (export),Microbe
521,Anaerostipes_caccae,Succinate,Production (export),Microbe
522,Anaerostipes_caccae,XOS,Consumption (import),Microbe
523,Anaerostipes_hadrus,Acetate,"Consumption (import), Production (export)",Microbe
524,Anaerostipes_hadrus,Butyrate,Production (export),Microbe
525,Anaerostipes_hadrus,Cellobiose,Consumption (import),Microbe
526,Anaerostipes_hadrus,D-Arabinose,Consumption (import),Microbe
527,Anaerostipes_hadrus,D-Fructose,Consumption (import),Microbe
528,Anaerostipes_hadrus,D-Galactose,Consumption (import),Microbe
529,Anaerostipes_hadrus,D-Glucose,Consumption (import),Microbe
530,Anaerostipes_hadrus,D-Mannitol,Consumption (import),Microbe
531,Anaerostipes_hadrus,D-Mannose,Consumption (import),Microbe
532,Anaerostipes_hadrus,D-Ribose,Consumption (import) (-),Microbe
533,Anaerostipes_hadrus,D-Sorbitol,Consumption (import),Microbe
534,Anaerostipes_hadrus,D-Xylose,Consumption (import),Microbe
535,Anaerostipes_hadrus,Erythritol,Consumption (import) (-),Microbe
536,Anaerostipes_hadrus,Formate,Production (export),Microbe
537,Anaerostipes_hadrus,Fructan,Macromolecule degradation,Microbe
538,Anaerostipes_hadrus,Glycerol,Consumption (import) (-),Microbe
539,Anaerostipes_hadrus,H2,Production (export),Microbe
540,Anaerostipes_hadrus,H2S,Production (export) (-),Microbe
541,Anaerostipes_hadrus,Hippurate,Consumption (import) (-),Microbe
542,Anaerostipes_hadrus,Inositol,Consumption (import),Microbe
543,Anaerostipes_hadrus,L-Lactate,"Consumption (import), Production (export)",Microbe
544,Anaerostipes_hadrus,L-Rhamnose,Consumption (import) (-),Microbe
545,Anaerostipes_hadrus,L-Sorbose,Consumption (import),Microbe
546,Anaerostipes_hadrus,Lactose,Consumption (import),Microbe
547,Anaerostipes_hadrus,Maltose,Consumption (import),Microbe
548,Anaerostipes_hadrus,Melibiose,Consumption (import) (-),Microbe
549,Anaerostipes_hadrus,NH3,Production (export),Microbe
550,Anaerostipes_hadrus,Nitrate,Consumption (import),Microbe
551,Anaerostipes_hadrus,Propanoate,Production (export),Microbe
552,Anaerostipes_hadrus,Pyruvate,Production (export),Microbe
553,Anaerostipes_hadrus,Raffinose,Consumption (import) (-),Microbe
554,Anaerostipes_hadrus,Starch,Macromolecule degradation,Microbe
555,Anaerostipes_hadrus,Sucrose,Consumption (import),Microbe
556,Anaerostipes_hadrus,Trehalose,Consumption (import),Microbe
557,Anaerotruncus_colihominis,2-Oxobutyrate,Consumption (import),Microbe
558,Anaerotruncus_colihominis,Acetate,Production (export),Microbe
559,Anaerotruncus_colihominis,Butyrate,Production (export),Microbe
560,Anaerotruncus_colihominis,Cellobiose,Consumption (import),Microbe
561,Anaerotruncus_colihominis,D-Fructose,Consumption (import),Microbe
562,Anaerotruncus_colihominis,D-Galactose,Consumption (import),Microbe
563,Anaerotruncus_colihominis,D-Glucose,Consumption (import),Microbe
564,Anaerotruncus_colihominis,D-Mannose,Consumption (import),Microbe
565,Anaerotruncus_colihominis,D-Turanose,Consumption (import),Microbe
566,Anaerotruncus_colihominis,Dextrin,Consumption (import),Microbe
567,Anaerotruncus_colihominis,H2S,Production (export),Microbe
568,Anaerotruncus_colihominis,Indole,Production (export),Microbe
569,Anaerotruncus_colihominis,Inosine,Consumption (import),Microbe
570,Anaerotruncus_colihominis,L-Malate,Consumption (import),Microbe
571,Anaerotruncus_colihominis,L-Serine,Consumption (import),Microbe
572,Anaerotruncus_colihominis,L-Valine,Consumption (import),Microbe
573,Anaerotruncus_colihominis,Maltose,Consumption (import),Microbe
574,Anaerotruncus_colihominis,N-Acetyl-D-Glucosamine,Consumption (import),Microbe
575,Anaerotruncus_colihominis,N-Acetyl-D-mannosamine,Consumption (import),Microbe
576,Anaerotruncus_colihominis,Pyruvate,Consumption (import),Microbe
577,Anaerotruncus_colihominis,Thymidine,Consumption (import),Microbe
578,Anaerotruncus_colihominis,Trehalose,Consumption (import),Microbe
579,Anaerotruncus_colihominis,Uridine,Consumption (import),Microbe
580,Archaeoglobus_fulgidus,Acetate,Production (export),Microbe
581,Archaeoglobus_fulgidus,Carbon monoxide,Consumption (import),Microbe
582,Archaeoglobus_fulgidus,D-Glucose,Consumption (import),Microbe
583,Atopobium_parvulum,Acetate,Production (export),Microbe
584,Atopobium_parvulum,Formate,Production (export),Microbe
585,Atopobium_parvulum,L-Lactate,Production (export),Microbe
586,Atopobium_rimae,Acetate,Production (export),Microbe
587,Atopobium_rimae,Formate,Production (export),Microbe
588,Atopobium_rimae,L-Lactate,Production (export),Microbe
589,Atopobium_vaginae,Acetate,Production (export),Microbe
590,Atopobium_vaginae,Formate,Production (export),Microbe
591,Atopobium_vaginae,L-Lactate,Production (export),Microbe
592,Azotobacter_vinelandii,CO2,Production (export),Microbe
593,Azotobacter_vinelandii,D-Glucose,Consumption (import),Microbe
594,Azotobacter_vinelandii,Ethanol,Production (export),Microbe
595,Bacillus_amyloliquefaciens,CO2,Production (export),Microbe
596,Bacillus_amyloliquefaciens,N2,Production (export),Microbe
597,Bacillus_amyloliquefaciens,Nitrate,Consumption (import),Microbe
598,Bacillus_anthracis,CO2,Production (export),Microbe
599,Bacillus_anthracis,N2,Production (export),Microbe
600,Bacillus_anthracis,Nitrate,Consumption (import),Microbe
601,Bacillus_atrophaeus,CO2,Production (export),Microbe
602,Bacillus_atrophaeus,N2,Production (export),Microbe
603,Bacillus_atrophaeus,Nitrate,Consumption (import),Microbe
604,Bacillus_cellulosilyticus,CO2,Production (export),Microbe
605,Bacillus_cellulosilyticus,N2,Production (export),Microbe
606,Bacillus_cellulosilyticus,Nitrate,Consumption (import),Microbe
607,Bacillus_cereus,CO2,Production (export),Microbe
608,Bacillus_cereus,Menaquinone,Production (export),Microbe
609,Bacillus_cereus,N2,Production (export),Microbe
610,Bacillus_cereus,Nitrate,Consumption (import),Microbe
611,Bacillus_clausii,CO2,Production (export),Microbe
612,Bacillus_clausii,N2,Production (export),Microbe
613,Bacillus_clausii,Nitrate,Consumption (import),Microbe
614,Bacillus_coagulans,Biotin,Consumption (import),Microbe
615,Bacillus_coagulans,CO2,Production (export),Microbe
616,Bacillus_coagulans,D-Fructose,Consumption (import),Microbe
617,Bacillus_coagulans,D-Galactose,Consumption (import),Microbe
618,Bacillus_coagulans,D-Glucose,Consumption (import),Microbe
619,Bacillus_coagulans,N2,Production (export),Microbe
620,Bacillus_coagulans,Nitrate,Consumption (import),Microbe
621,Bacillus_coagulans,Thiamine,Consumption (import),Microbe
622,Bacillus_coahuilensis,CO2,Production (export),Microbe
623,Bacillus_coahuilensis,N2,Production (export),Microbe
624,Bacillus_coahuilensis,Nitrate,Consumption (import),Microbe
625,Bacillus_halodurans,CO2,Production (export),Microbe
626,Bacillus_halodurans,N2,Production (export),Microbe
627,Bacillus_halodurans,Nitrate,Consumption (import),Microbe
628,Bacillus_licheniformis,CO2,Production (export),Microbe
629,Bacillus_licheniformis,DNA RNA Polynucleotide,Macromolecule degradation,Microbe
630,Bacillus_licheniformis,N2,Production (export),Microbe
631,Bacillus_licheniformis,Nitrate,Consumption (import),Microbe
632,Bacillus_licheniformis,Triglyceride,Macromolecule degradation,Microbe
633,Bacillus_megaterium,Adenosylcobalamin,Production (export),Microbe
634,Bacillus_megaterium,CO2,Production (export),Microbe
635,Bacillus_megaterium,DNA RNA Polynucleotide,Macromolecule degradation,Microbe
636,Bacillus_megaterium,Menaquinone,Production (export),Microbe
637,Bacillus_megaterium,N2,Production (export),Microbe
638,Bacillus_megaterium,Nitrate,Consumption (import),Microbe
639,Bacillus_megaterium,Shikimate,Consumption (import),Microbe
640,Bacillus_megaterium,Triglyceride,Macromolecule degradation,Microbe
641,Bacillus_mycoides,CO2,Production (export),Microbe
642,Bacillus_mycoides,Menaquinone,Production (export),Microbe
643,Bacillus_mycoides,N2,Production (export),Microbe
644,Bacillus_mycoides,Nitrate,Consumption (import),Microbe
645,Bacillus_pseudofirmus,CO2,Production (export),Microbe
646,Bacillus_pseudofirmus,N2,Production (export),Microbe
647,Bacillus_pseudofirmus,Nitrate,Consumption (import),Microbe
648,Bacillus_pseudomycoides,CO2,Production (export),Microbe
649,Bacillus_pseudomycoides,N2,Production (export),Microbe
650,Bacillus_pseudomycoides,Nitrate,Consumption (import),Microbe
651,Bacillus_pumilus,CO2,Production (export),Microbe
652,Bacillus_pumilus,Cellulose,Macromolecule degradation,Microbe
653,Bacillus_pumilus,DNA RNA Polynucleotide,Macromolecule degradation,Microbe
654,Bacillus_pumilus,N2,Production (export),Microbe
655,Bacillus_pumilus,Nitrate,Consumption (import),Microbe
656,Bacillus_pumilus,Triglyceride,Macromolecule degradation,Microbe
657,Bacillus_pumilus,Xylan,Macromolecule degradation,Microbe
658,Bacillus_selenitireducens,CO2,Production (export),Microbe
659,Bacillus_selenitireducens,N2,Production (export),Microbe
660,Bacillus_selenitireducens,Nitrate,Consumption (import),Microbe
661,Bacillus_subtilis,4-Aminobutyrate,Consumption (import),Microbe
662,Bacillus_subtilis,Acetate,Production (export),Microbe
663,Bacillus_subtilis,Acetone,Production (export),Microbe
664,Bacillus_subtilis,Adenosylcobalamin,Consumption (import),Microbe
665,Bacillus_subtilis,Biotin,Consumption (import),Microbe
666,Bacillus_subtilis,CO2,Production (export),Microbe
667,Bacillus_subtilis,DNA RNA Polynucleotide,Macromolecule degradation,Microbe
668,Bacillus_subtilis,L-Malate,Consumption (import),Microbe
669,Bacillus_subtilis,L-Phenylalanine,Consumption (import),Microbe
670,Bacillus_subtilis,L-Tryptophan,Consumption (import),Microbe
671,Bacillus_subtilis,Menaquinone,Production (export),Microbe
672,Bacillus_subtilis,N2,Production (export),Microbe
673,Bacillus_subtilis,NH3,Production (export),Microbe
674,Bacillus_subtilis,Nitrate,Consumption (import),Microbe
675,Bacillus_subtilis,Pyridoxal,Production (export),Microbe
676,Bacillus_subtilis,Riboflavin,"Consumption (import), Production (export)",Microbe
677,Bacillus_subtilis,Succinate,Consumption (import),Microbe
678,Bacillus_subtilis,Sucrose,Consumption (import),Microbe
679,Bacillus_subtilis,Thiamine,Consumption (import),Microbe
680,Bacillus_subtilis,Triglyceride,Macromolecule degradation,Microbe
681,Bacillus_subtilis,"[R,R]-2,3-Butanediol",Production (export),Microbe
682,Bacillus_thuringiensis,CO2,Production (export),Microbe
683,Bacillus_thuringiensis,N2,Production (export),Microbe
684,Bacillus_thuringiensis,Nitrate,Consumption (import),Microbe
685,Bacteroides_barnesiae,Acetate,Production (export),Microbe
686,Bacteroides_barnesiae,CO2,Production (export),Microbe
687,Bacteroides_barnesiae,D-Fructose,Consumption (import),Microbe
688,Bacteroides_barnesiae,H2,Production (export),Microbe
689,Bacteroides_barnesiae,NH3,Consumption (import),Microbe
690,Bacteroides_barnesiae,Propanoate,Production (export),Microbe
691,Bacteroides_barnesiae,Succinate,Production (export),Microbe
692,Bacteroides_caccae,Acetate,Production (export),Microbe
693,Bacteroides_caccae,Adenosylcobalamin,Consumption (import),Microbe
